artifact_id,current_path,filename,extension,artifact_family,tracked_status,frozen_status,content_sha256,size_bytes,target_path,move_required,internal_reference_count,external_reference_count,collision_status,notes
ART-001,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,md,V2_SPECIFICATION,PREVIOUSLY_TRACKED_NOW_MOVED,FROZEN_V2_MILESTONE,1c3baac66d5f985db1747cf0d33fb4ab66a671d13b7461a25727888dc9c2f2bc,30604,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,YES,,,NONE,"V2 milestone artifact; moved this turn per housekeeping instruction, content-hash verified identical pre/post move"
ART-043,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_01_M0_ADJUDICATION.md,MODEL_3B_AMENDMENT_01_M0_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,ce248a127259eddbfcf39055b7e4b98c14f6ee3419e4bdc1d69673266620a200,11372,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-044,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_02_M2_ESTIMAND_ADJUDICATION.md,MODEL_3B_AMENDMENT_02_M2_ESTIMAND_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,5fb734153a9804bc9a852ed10fb5189263e692ca355c5a210d72998df22b02e4,11950,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-045,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_03_M2_FULL_SCALE_ADJUDICATION.md,MODEL_3B_AMENDMENT_03_M2_FULL_SCALE_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,74e6986fcbf19ae652f5be2534c500c4c1e0c3e7e7680a0ea2d0eb01345d4b8a,12294,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-046,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_04_M3_EXACT_NULL_ADJUDICATION.md,MODEL_3B_AMENDMENT_04_M3_EXACT_NULL_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,8c0e56b73a44d824e5a172affdee28f7a1cd46106bc9b4c6dea07ff331078c19,14959,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-047,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_05_M3_DECISION_RULE_ADJUDICATION.md,MODEL_3B_AMENDMENT_05_M3_DECISION_RULE_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,7d638d2083bfcb8860b89b2d39bbc4184842e241ec0f3cd7a5ca6980b815a3a5,15882,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-048,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_06_ADVISORY_GATES_ADJUDICATION.md,MODEL_3B_AMENDMENT_06_ADVISORY_GATES_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,930af3d98ce07fadbff0a279261a92a1e2f3738f8f19849e63bee293d714d3fb,18855,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-049,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_07_M3_GATE031_RETIREMENT_ADJUDICATION.md,MODEL_3B_AMENDMENT_07_M3_GATE031_RETIREMENT_ADJUDICATION.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,da12185835921c9e7c96be89e733ed2b471f3609b40bbc6c7249dd985c5be91f,16759,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-050,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_DECISION_LEDGER.csv,MODEL_3B_AMENDMENT_DECISION_LEDGER.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,d214763d2763f4a86e1e5c3412450b5bc6fa948dca8343a03272f1517b881062,18603,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-051,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_DEPENDENCY_MATRIX.csv,MODEL_3B_AMENDMENT_DEPENDENCY_MATRIX.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,3ddfd2cdff97828426f1f9e3ddfbf7ecc239829665338cbd6acdfcdf8c56b2c7,2446,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-052,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_IMPLEMENTATION_WAVES.md,MODEL_3B_AMENDMENT_IMPLEMENTATION_WAVES.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,ae2e20c46f4aaeb9454def3d468f5d26e4285d3ede706d0811d18b3408006bea,3981,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-053,docs/thesis/pilot_annotation/MODEL_3B_AMENDMENT_TEST_INVENTORY.csv,MODEL_3B_AMENDMENT_TEST_INVENTORY.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,f6bed386823f3c064c32543c830f02a92ef96c7528e894473bfaf632c49865be,13909,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-054,docs/thesis/pilot_annotation/MODEL_3B_ARCHIVAL_DENSITY_COMPARISON_MATRIX.md,MODEL_3B_ARCHIVAL_DENSITY_COMPARISON_MATRIX.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,f0e13948bf2448d7444e429289d9dc9e43a33c9a9b5ae8a4a7e31fd575a46068,20345,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-055,docs/thesis/pilot_annotation/MODEL_3B_ARCHIVAL_DENSITY_CONTROL_PLAN_DRAFT.md,MODEL_3B_ARCHIVAL_DENSITY_CONTROL_PLAN_DRAFT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,de34b2456389e706991cfc25ec25a73e2378c0b77d45659794f7aecbb5795a95,23159,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-056,docs/thesis/pilot_annotation/MODEL_3B_CANDIDATE_IMPLEMENTATION_REVIEW.md,MODEL_3B_CANDIDATE_IMPLEMENTATION_REVIEW.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,0dc29d3d53de18e59d497650bf88f3b4c1996902f98d4b7ddf28cc696b4f6034,13576,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-057,docs/thesis/pilot_annotation/MODEL_3B_CD_FINAL_1000_EXECUTION_PLAN.md,MODEL_3B_CD_FINAL_1000_EXECUTION_PLAN.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,7d7d06d80da79d21c2e1883020679300d7bc97715fe95c2139f0a99aaa8ea8ae,17487,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-058,docs/thesis/pilot_annotation/MODEL_3B_CD_FINAL_1000_RECOVERY_AUDIT.md,MODEL_3B_CD_FINAL_1000_RECOVERY_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,7ffaa736aebaf91ddf93d5ca14ad4cefac9c2e94f4c4149c5d7cd5721af94a5d,23949,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-059,docs/thesis/pilot_annotation/MODEL_3B_CD_INSTRUMENTATION_PILOT_10x10_AUDIT.md,MODEL_3B_CD_INSTRUMENTATION_PILOT_10x10_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,d9326b03e26aeeebb891ffdf1f8fd5c27d13e62b62dac0f6a726c011e12687b0,16441,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-060,docs/thesis/pilot_annotation/MODEL_3B_CD_INSTRUMENTATION_PILOT_BLOCKER.md,MODEL_3B_CD_INSTRUMENTATION_PILOT_BLOCKER.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,d9b3bcaa51f6dadbc0312cdf3120a70dd31f1705994c0efa736686567306086c,8992,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-061,docs/thesis/pilot_annotation/MODEL_3B_CD_MASTER_BLUEPRINT.md,MODEL_3B_CD_MASTER_BLUEPRINT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,56f941e2bf44ee08f536f09a34d1354f7e4c342d9510b27379e0f4392c01a00c,17878,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-062,docs/thesis/pilot_annotation/MODEL_3B_CD_PILOT_100_AUDIT.md,MODEL_3B_CD_PILOT_100_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,907a5ccefd5998bfcab66564f21965038aab384c4d21d5cb879f674d26ce1b11,15720,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-063,docs/thesis/pilot_annotation/MODEL_3B_CD_SIMULATION_CELL_MANIFEST.md,MODEL_3B_CD_SIMULATION_CELL_MANIFEST.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,5a0354f241e03c9259e22697b5bf4548cf35db6b0fd1a75ccf4dbdc738360ecb,23838,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-064,docs/thesis/pilot_annotation/MODEL_3B_CD_SIMULATION_RECOVERY_PLAN.md,MODEL_3B_CD_SIMULATION_RECOVERY_PLAN.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,527bd70d5852e972263fbd1e4e7e80d7a000d1e744f38ed9ca7b2056d3e0a106,21533,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-065,docs/thesis/pilot_annotation/MODEL_3B_CD_V1_POSTMORTEM.md,MODEL_3B_CD_V1_POSTMORTEM.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,1a4a83dd726f555066649a4b2c83463489737727820949fb19de2a7fcfc5a6af,15831,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-066,docs/thesis/pilot_annotation/MODEL_3B_CD_V1_STATUS_ADDENDUM_RESEARCH_ONLY.md,MODEL_3B_CD_V1_STATUS_ADDENDUM_RESEARCH_ONLY.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,1ee828d5f31c300b5fd0f9d90da2a63f8f3a8037329b56f0cdd6c2b04900521e,10042,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-067,docs/thesis/pilot_annotation/MODEL_3B_COLONIAL_CATEGORY_AND_RESISTANCE_INTERPRETIVE_AUDIT.md,MODEL_3B_COLONIAL_CATEGORY_AND_RESISTANCE_INTERPRETIVE_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,70c2ca82a0be14be55150a908b8d1c89d8245eb22205daa658e5357c54beaf9e,398996,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-068,docs/thesis/pilot_annotation/MODEL_3B_COMPLETE_AMENDMENT_CONSISTENCY_AUDIT.md,MODEL_3B_COMPLETE_AMENDMENT_CONSISTENCY_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,977b70802f0f4b6ac1324cb48e7fff42ff712f55c5239454643810367b5df75a,19136,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-069,docs/thesis/pilot_annotation/MODEL_3B_CONDITIONAL_CLUSTERING_TEST_AUDIT.md,MODEL_3B_CONDITIONAL_CLUSTERING_TEST_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,e99ac0308b16f797e9738d5e8449f042d3b9e1c984424ff941524860477764c0,16599,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-070,docs/thesis/pilot_annotation/MODEL_3B_CONDITIONAL_CLUSTERING_TEST_PLAN.md,MODEL_3B_CONDITIONAL_CLUSTERING_TEST_PLAN.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,c96d70840843c63c3bfc790f295a47a92750368898271a8fe5e2d948dacc213c,28762,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-071,docs/thesis/pilot_annotation/MODEL_3B_EVENT_SOURCE_PROVENANCE_AUDIT.md,MODEL_3B_EVENT_SOURCE_PROVENANCE_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,a2e79dcd2d39e319f7e560cb0fed7333319a0429e08653889989f1b605621f9f,117571,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-072,docs/thesis/pilot_annotation/MODEL_3B_FINAL_EPISTEMIC_STATUS.md,MODEL_3B_FINAL_EPISTEMIC_STATUS.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,f874580223e8e0b1c86126d3a68f19f56bed8b0aad8c876f4b8372cb62ecdc34,6673,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-073,docs/thesis/pilot_annotation/MODEL_3B_FUTURE_GATE_APPLICABILITY_MATRIX.csv,MODEL_3B_FUTURE_GATE_APPLICABILITY_MATRIX.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,6bb150aca3292cab040e19dafb0cd795d7294712fd8c6aed068fccc7a46b7b88,7219,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-074,docs/thesis/pilot_annotation/MODEL_3B_GATE_AMENDMENT_PROPOSAL.md,MODEL_3B_GATE_AMENDMENT_PROPOSAL.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,849a7c16025dd94ef800e58bbb2f209a91673b1a9b65aa20be63b2bec7e1c755,13912,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-075,docs/thesis/pilot_annotation/MODEL_3B_LEAVE_SOURCE_OUT_FEASIBILITY.md,MODEL_3B_LEAVE_SOURCE_OUT_FEASIBILITY.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,5f8e4804a34b6d73896ae05a4cf65d3e33a4a6479735d3020b38e0655a263ae0,22828,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-076,docs/thesis/pilot_annotation/MODEL_3B_M0_INTERVAL_COVERAGE_AUDIT.md,MODEL_3B_M0_INTERVAL_COVERAGE_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,6ca661fbad61b177e28f75c744533a68b3bc1b0a343371f29693f3fe68a6948e,10434,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-077,docs/thesis/pilot_annotation/MODEL_3B_M2_IDENTIFIABILITY_PROFILE.md,MODEL_3B_M2_IDENTIFIABILITY_PROFILE.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,002b4c4dcd0938442f7ca5406b7a8ae59f1ad9fa516eb16c3f5ed2e944b80cd4,9798,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-078,docs/thesis/pilot_annotation/MODEL_3B_M3_NULL_BOUNDARY_AUDIT.md,MODEL_3B_M3_NULL_BOUNDARY_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,dc8b841472ea599c93ce85c367a72d0be993f91fa3f93df7266cd242a7472b8d,9096,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-079,docs/thesis/pilot_annotation/MODEL_3B_OBSERVATION_REGIME_SIMULATION_SPEC.md,MODEL_3B_OBSERVATION_REGIME_SIMULATION_SPEC.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,9caabd53c825b49ee4dce0d7f834911a14473842aaad16ff1437b2857dd71fec,16227,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-080,docs/thesis/pilot_annotation/MODEL_3B_PARENT_EPISODE_CONCENTRATION_REVIEW.md,MODEL_3B_PARENT_EPISODE_CONCENTRATION_REVIEW.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,389cc787224eae968383115652803a04a199cb23f3ebe754c2e0d7e773abc337,29064,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-081,docs/thesis/pilot_annotation/MODEL_3B_PHASE0_AUDIT_SUMMARY.md,MODEL_3B_PHASE0_AUDIT_SUMMARY.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,232f81d5c5848ca3c6c771dcb0ef7d2ea4c4ec5df266b375eb610ba49e1bcc65,15475,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-082,docs/thesis/pilot_annotation/MODEL_3B_PHASE0_DATE_PRECISION_LEDGER.csv,MODEL_3B_PHASE0_DATE_PRECISION_LEDGER.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,0de62ceb5606d47cfb269dd1381beddaa8a588ed26799a7ac42e5f5dec2da8e8,36768,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-083,docs/thesis/pilot_annotation/MODEL_3B_PHASE_B_PROVENANCE_AUDIT_PLAN.md,MODEL_3B_PHASE_B_PROVENANCE_AUDIT_PLAN.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,612c36f475053130212e594a808e11e4fff498cae59f2d41370a83077d2e9512,18445,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-084,docs/thesis/pilot_annotation/MODEL_3B_PILOT_GATE_CLASSIFICATION.csv,MODEL_3B_PILOT_GATE_CLASSIFICATION.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,0916b1593f93c82e43d7592bcde56d11b0048a9e8199e0c8a30f566754dfbfb1,20167,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-085,docs/thesis/pilot_annotation/MODEL_3B_PILOT_RECOVERY_DIAGNOSTIC_AUDIT.md,MODEL_3B_PILOT_RECOVERY_DIAGNOSTIC_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,181d43639d676185d17c567ef4a121458aca8eff9e47fee2b2aa5f15e4c06624,37714,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-086,docs/thesis/pilot_annotation/MODEL_3B_POST_PHASE_D_EPISTEMOLOGICAL_NOTE.md,MODEL_3B_POST_PHASE_D_EPISTEMOLOGICAL_NOTE.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,355b6173bf61db7cefa1fdaaaf797136aed7b1353d83e0cd4f92f0f72a2abf66,18282,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-087,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_GATE_SPECIFICATION.csv,MODEL_3B_RECOVERY_GATE_SPECIFICATION.csv,csv,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,d4d4d3f5215c2b76fffe0cd40bc59a6ffc78eded93db3188eb598aae468df22b,62543,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-088,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_TOURNAMENT_DESIGN.md,MODEL_3B_RECOVERY_TOURNAMENT_DESIGN.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,b7dd57d501da0c31c02a1779cde4fe71ff07b53b4f9d1a1dcef0e98ae5eab236,25759,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-089,docs/thesis/pilot_annotation/MODEL_3B_RECOVERY_TOURNAMENT_EXECUTION_PROTOCOL.md,MODEL_3B_RECOVERY_TOURNAMENT_EXECUTION_PROTOCOL.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,343210133907999061247a5566f158dfe0bf92d00a4f0e7dc7b871c6ee1365a8,23853,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-090,docs/thesis/pilot_annotation/MODEL_3B_ROOT_CAUSE_AND_LITERATURE_COMPATIBILITY_AUDIT.md,MODEL_3B_ROOT_CAUSE_AND_LITERATURE_COMPATIBILITY_AUDIT.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,baf01cfc0a991d58da135dc32be870cd4e90a42f78d41b4a229ba5cf1928514a,34130,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
ART-091,docs/thesis/pilot_annotation/MODEL_3B_SYNTHETIC_RECOVERY_RESULTS.md,MODEL_3B_SYNTHETIC_RECOVERY_RESULTS.md,md,HISTORICAL_ARCHIVE_PRE_V2,TRACKED,PRE_V2_HISTORICAL,c2edabcb01eb0fcb17c78f0b2579262210cf8fca87706ac0946734ee886c4f7b,16524,N/A,NO,,,NONE,pre-V2 historical archive artifact; excluded from model3b_v2/ relocation per instruction principle 'jangan memindahkan ... arsip sejarah' -- V2 milestone reorganization covers only the 42-file V2 set
