inventory_item_id,inventory_date,location_id,inventory_section,category,row_type,quantity,unit_original,unit_normalized,normalization_status,normalization_reason,normalization_confidence,item_text_id,source_translation_full,condition_normalized,condition_original,reading_status,evidence_status,review_status,source_document_id,source_paragraph_index,image_verified,notes
INV-0100,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,3,,stux,,,,keilhanden,3 keilhanden;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,925,not_checked,
INV-0101,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,5,,stux,,,,palu besar untuk bor,5 palu besar untuk bor;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,926,not_checked,
INV-0102,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,1,,stux,,,,"koeijvoet, atau linggis besar","1 koeijvoet, atau linggis besar;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,927,not_checked,
INV-0103,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,4,,stux,,,,krutsen,4 krutsen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,928,not_checked,
INV-0104,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,7,,stux,,,,palu tangan,7 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,929,not_checked,
INV-0105,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,2,,stux,,,,setijsers,2 setijsers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,930,not_checked,
INV-0106,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,112,,stux,,,,"bergijsers, atau besi/perkakas tambang","112 bergijsers, atau besi/perkakas tambang;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,931,not_checked,
INV-0107,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,1,,stux,,,,kereta dorong,1 kereta dorong;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,932,not_checked,
INV-0108,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,1,,stux,,,,alat pengembus ganda,1 alat pengembus ganda;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,933,not_checked,
INV-0109,1682-01-04,L-PRINCESTOLLE,Mijnsgereetschappen in de Princestolle,underground_tools,inventory_item,4,,stux,,,,alat yang dalam ekstraksi terbaca “Eijlen”,4 alat yang dalam ekstraksi terbaca “Eijlen”.,,,unresolved,,,DOC-INVENTORY-1682-01-04,934,not_checked,
INV-0110,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,6,,stux,,,,lampu tambang,6 lampu tambang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,938,not_checked,
INV-0111,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,7,,stux,,,,bor,7 bor;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,939,not_checked,
INV-0112,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,14,,stux,,,,"keilhanen, yaitu perkakas pemukul atau pembelah batu yang namanya dipertahankan","14 keilhanen, yaitu perkakas pemukul atau pembelah batu yang namanya dipertahankan;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,940,not_checked,
INV-0113,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,3,,stux,,,,kratsen,3 kratsen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,941,not_checked,
INV-0114,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,10,,stux,,,,"palu besar untuk pekerjaan awal, disebut voormoockers","10 palu besar untuk pekerjaan awal, disebut voormoockers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,942,not_checked,
INV-0115,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,12,,stux,,,,palu tangan,12 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,943,not_checked,
INV-0116,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,8,,stux,,,,"palu pemisah atau pemecah, scheijdhamers","8 palu pemisah atau pemecah, scheijdhamers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,944,not_checked,
INV-0117,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,3,,stux,,,,hetijsers,3 hetijsers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,945,not_checked,
INV-0118,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,2,,stux,,,,"linggis besar, secara harfiah disebut koeijvoeten","2 linggis besar, secara harfiah disebut koeijvoeten;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,946,not_checked,
INV-0119,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,31,,stux,,,,"besi atau perkakas tambang, berghijsers","31 besi atau perkakas tambang, berghijsers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,947,not_checked,
INV-0120,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,7,,stux,,,,kapak,7 kapak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,948,not_checked,
INV-0121,1682-01-04,L-ZUIJDER-SCHACHT,In de Zuijder-Schacht,underground_tools,inventory_item,2,,stux,,,,"berghkuwels, yaitu perkakas tambang yang nama teknisnya dipertahankan","2 berghkuwels, yaitu perkakas tambang yang nama teknisnya dipertahankan.",,,translated_docx,,,DOC-INVENTORY-1682-01-04,949,not_checked,
INV-0122,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,53,,stux,,,,besi atau perkakas tambang,53 besi atau perkakas tambang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,952,not_checked,
INV-0123,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,3,,stux,,,,palu tangan,3 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,953,not_checked,
INV-0124,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,4,,stux,,,,kratsen,4 kratsen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,954,not_checked,
INV-0125,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,1,,roll,,,,"haspel, yaitu perangkat gulung atau pengerek","1 haspel, yaitu perangkat gulung atau pengerek;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,955,not_checked,
INV-0126,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,4,,stux,,,,ember air,4 ember air;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,956,not_checked,
INV-0127,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,1,,stux,,,,kereta dorong,1 kereta dorong;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,957,not_checked,
INV-0128,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,3,,stux,,,,"wadah air yang tidak layak digunakan, disebut waterconnen","3 wadah air yang tidak layak digunakan, disebut waterconnen;",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,958,not_checked,
INV-0129,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,3,,stux,,,,berghruwels,3 berghruwels;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,959,not_checked,
INV-0130,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,3,,stux,,,,kapak,3 kapak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,960,not_checked,
INV-0131,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,29,,stux,,,,lampu tambang yang berada pada para budak,29 lampu tambang yang berada pada para budak;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,961,not_checked,
INV-0132,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,2,,stux,,,,lampu serupa pada meester,2 lampu serupa pada meester;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,962,not_checked,
INV-0133,1682-01-04,L-ORTEN,Door de Orten in de mijn,underground_tools,inventory_item,1,,stux,,,,lampu serupa pada Domine,1 lampu serupa pada Domine.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,963,not_checked,
INV-0134,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,87,,stux,,,,papan panjang,87 papan panjang;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,975,not_checked,
INV-0135,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,50,,stux,,,,papan pendek,50 papan pendek;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,976,not_checked,
INV-0136,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,100,,stux,,,,keranjang balast,100 keranjang balast;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,977,not_checked,
INV-0137,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,1,,stux,,,,penggilingan tangan dari batu,1 penggilingan tangan dari batu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,978,not_checked,
INV-0138,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,1,,stux,,,,"tenda lama dari kain layar, heijdoeckstent","1 tenda lama dari kain layar, heijdoeckstent;",old,,translated_docx,,,DOC-INVENTORY-1682-01-04,979,not_checked,
INV-0139,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,67,,stux,,,,bor,67 bor;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,980,not_checked,
INV-0140,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,2.5,,stux,,,,"batang besi tempa berpenampang persegi, viercant campijser","2½ batang besi tempa berpenampang persegi, viercant campijser;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,981,not_checked,
INV-0141,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,11,,stux,,,,batang baja,11 batang baja;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,982,not_checked,
INV-0142,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,14,,stux,,,,batang besi persegi,14 batang besi persegi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,983,not_checked,
INV-0143,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,17,,stux,,,,eijlen,17 eijlen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,984,not_checked,
INV-0144,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,20,,stux,,,,ritsijsers,20 ritsijsers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,985,not_checked,
INV-0145,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,2,,stux,,,,pelat besi,2 pelat besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,986,not_checked,
INV-0146,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,100,,lb,,,,lb timbal pipih,100 lb timbal pipih;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,987,not_checked,
INV-0147,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,container_or_parent,1,,stux,,,,"peti kecil, yang di dalamnya terdapat","1 peti kecil, yang di dalamnya terdapat:",,,translated_docx,,,DOC-INVENTORY-1682-01-04,988,not_checked,
INV-0148,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,2.5,,roll,,,,gulung kawat tembaga untuk ayakan,2½ gulung kawat tembaga untuk ayakan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,989,not_checked,
INV-0149,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,9,,stux,,,,kikir kasar,9 kikir kasar;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,990,not_checked,
INV-0150,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,building_and_general,inventory_item,1,,stux,,,,"ragum meja dari besi, tidak layak digunakan","1 ragum meja dari besi, tidak layak digunakan.",unserviceable,,translated_docx,,,DOC-INVENTORY-1682-01-04,991,not_checked,
INV-0151,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,19,,stux,,,,sekop,19 sekop;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,999,not_checked,
INV-0152,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,20,,stux,,,,keilhanen,20 keilhanen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1000,not_checked,
INV-0153,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,30,,stux,,,,kratsen,30 kratsen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1001,not_checked,
INV-0154,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,8,,stux,,,,"tali haspel, haspelgorens","8 tali haspel, haspelgorens;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1002,not_checked,
INV-0155,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,23,,stux,,,,palu tangan,23 palu tangan;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1003,not_checked,
INV-0156,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,20,,stux,,,,berghijsers,20 berghijsers;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1004,not_checked,
INV-0157,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,5,,stux,,,,palu pemisah,5 palu pemisah;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1005,not_checked,
INV-0158,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,2,,stux,,,,garu,2 garu;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1006,not_checked,
INV-0159,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,5,,stux,,,,"linggis besar, koeijvoeten","5 linggis besar, koeijvoeten;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1007,not_checked,
INV-0160,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,1,,stux,,,,"besi penggali Melayu, Maleijts grafijser","1 besi penggali Melayu, Maleijts grafijser;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1008,not_checked,
INV-0161,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,6,,stux,,,,"besi tambang Waal atau Walloon, Waelse berghijsers","6 besi tambang Waal atau Walloon, Waelse berghijsers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1009,not_checked,
INV-0162,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,43,,stux,,,,"palu besar dalam berbagai ukuran, sorteerde moockers","43 palu besar dalam berbagai ukuran, sorteerde moockers;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1010,not_checked,
INV-0163,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,5,,stux,,,,kait kram,5 kait kram;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1011,not_checked,
INV-0164,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,1,,stux,,,,kait kayu dari besi,1 kait kayu dari besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1012,not_checked,
INV-0165,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,1,,stux,,,,bor dari besi,1 bor dari besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1013,not_checked,
INV-0166,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,2,,pair,,,,berghhuwels baru yang belum dipasangi perlengkapan besi,2 berghhuwels baru yang belum dipasangi perlengkapan besi;,new,,translated_docx,,,DOC-INVENTORY-1682-01-04,1014,not_checked,
INV-0167,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,1,,pair,,,,ember air yang belum dipasangi penguat,1 ember air yang belum dipasangi penguat;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1015,not_checked,
INV-0168,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,8,,stux,,,,ikat atap atau bahan penutup yang disebut adap,8 ikat atap atau bahan penutup yang disebut adap;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1016,not_checked,
INV-0169,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,1,,stux,,,,"[alat] kawat tembaga panjang, dalam teks terbaca “lange coperdrade heeft”","1 [alat] kawat tembaga panjang, dalam teks terbaca “lange coperdrade heeft”;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1017,not_checked,
INV-0170,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,100,,stux,,,,lingkaran atau gelang besi,100 lingkaran atau gelang besi;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1018,not_checked,
INV-0171,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,work_tools,inventory_item,3,,stux,,,,barrings,3 barrings.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1019,not_checked,
INV-0172,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,food_supply,inventory_item,317,,lb,,,,lb daging Belanda,317 lb daging Belanda;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1022,not_checked,
INV-0173,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,food_supply,inventory_item,1,,vat_or_tong,,,,"tong bahan yang sama, belum dibuka","1 tong bahan yang sama, belum dibuka;",unopened,,translated_docx,,,DOC-INVENTORY-1682-01-04,1023,not_checked,
INV-0174,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,food_supply,inventory_item,55,,lb,,,,lb daging babi asin Belanda,55 lb daging babi asin Belanda;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1024,not_checked,
INV-0175,1682-01-04,L-PACKHUIJS,Packhuijs boven / mijn onder / opperhooftswoning,food_supply,inventory_item,2880,,lb,,,,lb bersih beras dalam 45 karung,2.880 lb bersih beras dalam 45 karung.,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1025,not_checked,
INV-0176,1682-01-04,L-PACKHUIJS,Bijih dalam tiga keranjang,ore_stock,inventory_item,156,,lb,,,,lb bijih dalam 3 keranjang,156 lb bijih dalam 3 keranjang,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1033,not_checked,
INV-0177,1682-01-04,L-PACKHUIJS,Bijih dalam tiga keranjang,ore_stock,container_or_parent,,,unspecified,,,,dengan perincian,dengan perincian:,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1034,not_checked,
INV-0178,1682-01-04,L-PACKHUIJS,Bijih dalam tiga keranjang,ore_stock,inventory_item,77,,lb,,,,lb bijih jenis kedua dari Zuijder-Schacht,77 lb bijih jenis kedua dari Zuijder-Schacht;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1035,not_checked,
INV-0179,1682-01-04,L-PACKHUIJS,Bijih dalam tiga keranjang,ore_stock,inventory_item,48,,lb,,,,lb bijih jenis pertama dari Oude Mijne,48 lb bijih jenis pertama dari Oude Mijne;,old,,translated_docx,,,DOC-INVENTORY-1682-01-04,1036,not_checked,
INV-0180,1682-01-04,L-PACKHUIJS,Bijih dalam tiga keranjang,ore_stock,inventory_item,31,,lb,,,,"lb bijih jenis kedua dari tempat yang sama, yaitu Oude Mijne","31 lb bijih jenis kedua dari tempat yang sama, yaitu Oude Mijne.",old,,translated_docx,,,DOC-INVENTORY-1682-01-04,1037,not_checked,
INV-0181,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,7,,vat_or_tong,,,,"tong kecil bernomor, berisi bijih yang belum disortir","7 tong kecil bernomor, berisi bijih yang belum disortir",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1041,not_checked,
INV-0182,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,container_or_parent,,,unspecified,,,,Daftar hasil ekstraksi memuat rangkaian angka dan asal bijih sebagai berikut,Daftar hasil ekstraksi memuat rangkaian angka dan asal bijih sebagai berikut:,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1042,not_checked,
INV-0183,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,78,,stux,,,,"– 185:13:172, bijih jenis kedua dari Oude Mijne","78 – 185:13:172, bijih jenis kedua dari Oude Mijne;",old,,translated_docx,,,DOC-INVENTORY-1682-01-04,1043,not_checked,
INV-0184,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,508,,stux,,,,"– 238:39:199, bijih jenis kedua dari Zuijder-Schacht","508 – 238:39:199, bijih jenis kedua dari Zuijder-Schacht;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1044,not_checked,
INV-0185,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,509,,stux,,,,"– 225:28:197, bijih jenis kedua dari Zuijder-Schacht","509 – 225:28:197, bijih jenis kedua dari Zuijder-Schacht;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1045,not_checked,
INV-0186,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,510,,stux,,,,"– 225:31:194, bijih jenis kedua dari Zuijder-Schacht","510 – 225:31:194, bijih jenis kedua dari Zuijder-Schacht;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1046,not_checked,
INV-0187,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,511,,stux,,,,"– 230:31:199, bijih jenis kedua dari Zuijder-Schacht","511 – 230:31:199, bijih jenis kedua dari Zuijder-Schacht;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1047,not_checked,
INV-0188,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,707,,stux,,,,"– 717:28:199, bijih jenis kedua dari [nama daggang tidak pasti]","707 – 717:28:199, bijih jenis kedua dari [nama daggang tidak pasti];",,,unresolved,,,DOC-INVENTORY-1682-01-04,1048,not_checked,
INV-0189,1682-01-04,L-PACKHUIJS,Genomereerde vaetjes met ongesorteerde erts,ore_barrels,inventory_item,708,,stux,,,,"– 175:16:159, bijih jenis kedua dari [nama daggang tidak pasti]","708 – 175:16:159, bijih jenis kedua dari [nama daggang tidak pasti].",,,unresolved,,,DOC-INVENTORY-1682-01-04,1049,not_checked,
INV-0190,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,21,,stux,,,,lampu tambang Eropa,21 lampu tambang Eropa;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1053,not_checked,
INV-0191,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,19,,stux,,,,lampu tambang Waal atau Walloon,19 lampu tambang Waal atau Walloon;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1054,not_checked,
INV-0192,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,52,,stux,,,,propboren,52 propboren;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1055,not_checked,
INV-0193,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,38,,stux,,,,"perkakas yang telah ditempa ulang untuk keperluan tersebut, ommeslagen hiertoe","38 perkakas yang telah ditempa ulang untuk keperluan tersebut, ommeslagen hiertoe;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1056,not_checked,
INV-0194,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,1,,stux,,,,"dongkrak besar, dommekragt","1 dongkrak besar, dommekragt;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1057,not_checked,
INV-0195,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,2,,stux,,,,sniggen,2 sniggen;,,,translated_docx,,,DOC-INVENTORY-1682-01-04,1058,not_checked,
INV-0196,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,,,unspecified,,,,"[sejumlah] ketam dengan berbagai ukuran, gesorteerde schaaven","[sejumlah] ketam dengan berbagai ukuran, gesorteerde schaaven;",,,unresolved,,,DOC-INVENTORY-1682-01-04,1059,not_checked,
INV-0197,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,2,,stux,,,,"pahat lengkung, gutsen","2 pahat lengkung, gutsen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1060,not_checked,
INV-0198,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,3,,stux,,,,"tang depan, voortangen","3 tang depan, voortangen;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1061,not_checked,
INV-0199,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,6,,stux,,,,"alat ukur tambang dari besi, ijsere berglachters","6 alat ukur tambang dari besi, ijsere berglachters;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1062,not_checked,
INV-0200,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,2,,lb,,,,"peti kecil dari tembaga berisi paku, dengan berat kotor 106 lb","2 peti kecil dari tembaga berisi paku, dengan berat kotor 106 lb;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1063,not_checked,
INV-0201,1682-01-04,L-PACKHUIJS,Packhuijs onder de bergwerckerswoning,warehouse_below_workers,inventory_item,3,,amen,,,,"amen minyak, jenis minyaknya belum terbaca pasti","3 amen minyak, jenis minyaknya belum terbaca pasti;",,,translated_docx,,,DOC-INVENTORY-1682-01-04,1064,not_checked,
