source_passage_id,docx_file,source_document_id,paragraph_index,style,text,review_status,image_verified
SP-00174,enklave-salido.docx,,174,Normal,Dari keadaan tersebut disimpulkan bahwa air memasuki sumuran melalui celah-celah yang terbentuk di dalam batuan dari arah sumuran menuju stolle.,researcher_docx,not_checked
SP-00175,enklave-salido.docx,,175,Normal,Turut diamati bahwa sejumlah aliran air tampak pada sisi leggende di tambang lama.,researcher_docx,not_checked
SP-00176,enklave-salido.docx,,176,Normal,"Oleh karena itu, di tempat tersebut dibuat sebuah traste atau instalasi penampung/pengalir, supaya air yang berada di sekelilingnya dapat ditampung dan dialirkan dengan lebih mudah.",researcher_docx,not_checked
SP-00177,enklave-salido.docx,,177,Normal,Diperkirakan bahwa untuk menyelesaikan pekerjaan penyanggaan kayu pada sumuran lama masih dibutuhkan waktu:,researcher_docx,not_checked
SP-00178,enklave-salido.docx,,178,Normal,5 minggu,researcher_docx,not_checked
SP-00179,enklave-salido.docx,,179,Normal,"Selama waktu tersebut, bijih belum dapat dikeluarkan dari tambang lama.",researcher_docx,not_checked
SP-00180,enklave-salido.docx,,180,Normal,Bijih yang terdapat pada Z:Z:W: daggang berasal dari berbagai jenis atau sifat.,researcher_docx,not_checked
SP-00181,enklave-salido.docx,,181,Normal,"Bijih tersebut berada seperti nesten atau urat-urat kecil, yang ditinggalkan oleh orang-orang Melayu.",researcher_docx,not_checked
SP-00182,enklave-salido.docx,,182,Normal,Hal itu tampak dari keadaan bahwa lapangan atau batuannya telah terpotong dan orang-orang Melayu sebelumnya telah bekerja pada sisi hangende.,researcher_docx,not_checked
SP-00183,enklave-salido.docx,,183,Normal,"Karena kebutuhan mendesak dan atas permintaan para Assaijeur, sebuah laboratorium juga harus dibangun.",researcher_docx,not_checked
SP-00184,enklave-salido.docx,,184,Normal,4 sampai 10 Januari 1682,researcher_docx,not_checked
SP-00185,enklave-salido.docx,,185,Normal,"Di Z:Z:W: daggang, dari tanggal 4 sampai 10 Januari, dilakukan:",researcher_docx,not_checked
SP-00186,enklave-salido.docx,,186,Normal,13 schooten atau 13 peledakan/penggalian tembak.,researcher_docx,not_checked
SP-00187,enklave-salido.docx,,187,Normal,"Di Princestolle, dalam periode yang sama, dilakukan:",researcher_docx,not_checked
SP-00188,enklave-salido.docx,,188,Normal,24 schooten,researcher_docx,not_checked
SP-00189,enklave-salido.docx,,189,Normal,Dari pekerjaan-pekerjaan tersebut pada minggu itu diperoleh:,researcher_docx,not_checked
SP-00190,enklave-salido.docx,,190,Normal,135 pon bijih,researcher_docx,not_checked
SP-00191,enklave-salido.docx,,191,Normal,Bijih itu diuji oleh para Assaijeur.,researcher_docx,not_checked
SP-00192,enklave-salido.docx,,192,Normal,"Menurut pengujian dan perhitungan yang dibuat oleh Johann Hoffman, kandungan emas dan peraknya adalah:",researcher_docx,not_checked
SP-00193,enklave-salido.docx,,193,Normal,"6 mark, 1 lood, 16 grein",researcher_docx,not_checked
SP-00194,enklave-salido.docx,,194,Normal,"Nilai uangnya, sebagaimana terbaca pada naskah:",researcher_docx,not_checked
SP-00195,enklave-salido.docx,,195,Normal,ƒ51:–:16,researcher_docx,not_checked
SP-00196,enklave-salido.docx,,196,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan emas dan peraknya adalah:",researcher_docx,not_checked
SP-00197,enklave-salido.docx,,197,Normal,"6 mark, 3 lood, 3 grein",researcher_docx,not_checked
SP-00198,enklave-salido.docx,,198,Normal,Nilai uangnya:,researcher_docx,not_checked
SP-00199,enklave-salido.docx,,199,Normal,ƒ47:4:11,researcher_docx,not_checked
SP-00200,enklave-salido.docx,,200,Normal,Hasil tersebut ditunjukkan dalam surat-surat pengujian yang dilampirkan dengan nomor:,researcher_docx,not_checked
SP-00201,enklave-salido.docx,,201,Normal,3 dan 4,researcher_docx,not_checked
SP-00202,enklave-salido.docx,,202,Normal,"Catatan: Notasi angka nilai pertama pada hasil Johan Hoffman perlu dibandingkan langsung dengan lembar assay terkait, karena susunan angka pada hasil ekstraksi tidak sepenuhnya jelas.",researcher_docx,not_checked
SP-00203,enklave-salido.docx,,203,Normal,12 Januari 1682,researcher_docx,not_checked
SP-00204,enklave-salido.docx,,204,Normal,"Pada tanggal 12 Januari, saya mengutus orang-orang berikut untuk menemukan atau mencari beberapa gangen atau aderen:",researcher_docx,not_checked
SP-00205,enklave-salido.docx,,205,Normal,"Johann Pleitner, Marckscheider;",researcher_docx,not_checked
SP-00206,enklave-salido.docx,,206,Normal,"Johann Jürgen Lange, Oppersteiger;",researcher_docx,not_checked
SP-00207,enklave-salido.docx,,207,Normal,beberapa pekerja tambang;,researcher_docx,not_checked
SP-00208,enklave-salido.docx,,208,Normal,sejumlah budak yang ditambahkan kepada mereka.,researcher_docx,not_checked
SP-00209,enklave-salido.docx,,209,Normal,Mereka juga ditugaskan memeriksa kayu untuk menentukan apakah kayu tersebut sesuai:,researcher_docx,not_checked
SP-00210,enklave-salido.docx,,210,Normal,untuk keperluan pembangunan;,researcher_docx,not_checked
SP-00211,enklave-salido.docx,,211,Normal,untuk dibakar menjadi arang;,researcher_docx,not_checked
SP-00212,enklave-salido.docx,,212,Normal,untuk pekerjaan peleburan;,researcher_docx,not_checked
SP-00213,enklave-salido.docx,,213,Normal,dan keperluan lainnya.,researcher_docx,not_checked
SP-00214,enklave-salido.docx,,214,Normal,"Setelah kembali, Pleitner melaporkan bahwa mereka menemukan beberapa gangen, tetapi semuanya terdiri atas batuan yang disebut waterkiesen. Beberapa contoh batuan itu turut dibawa sebagai bukti.",researcher_docx,not_checked
SP-00215,enklave-salido.docx,,215,Normal,Hanya ditemukan sedikit sekali kayu yang sesuai untuk keperluan-keperluan tersebut.,researcher_docx,not_checked
SP-00216,enklave-salido.docx,,216,Normal,Pegunungan ke arah barat dan [arah berikutnya tidak terbaca pasti] tidak dapat diperiksa karena hutan yang terlalu lebat.,researcher_docx,not_checked
SP-00217,enklave-salido.docx,,217,Normal,"Pemeriksaan tersebut juga tidak dapat dilakukan tanpa biaya besar dan tambahan waktu. Kami telah meneruskan penyelidikan itu selama tiga hari, tetapi kemudian menghentikan pemeriksaan lebih lanjut.",researcher_docx,not_checked
SP-00218,enklave-salido.docx,,218,Normal,"Pada hari Sabtu, tanggal 17 Januari, tambang dimasuki dan diperiksa oleh Johann Pleitner.",researcher_docx,not_checked
SP-00219,enklave-salido.docx,,219,Normal,"Tidak ditemukan sesuatu yang penting. Namun, pekerjaan konstruksi kayu di tambang lama tetap dilanjutkan.",researcher_docx,not_checked
SP-00220,enklave-salido.docx,,220,Normal,11 sampai 17 Januari 1682,researcher_docx,not_checked
SP-00221,enklave-salido.docx,,221,Normal,"Di Z:Z:W: daggang, dari tanggal 11 sampai 17 Januari, dilakukan:",researcher_docx,not_checked
SP-00222,enklave-salido.docx,,222,Normal,25 schooten,researcher_docx,not_checked
SP-00223,enklave-salido.docx,,223,Normal,Di Princestolle dilakukan:,researcher_docx,not_checked
SP-00224,enklave-salido.docx,,224,Normal,17 schooten,researcher_docx,not_checked
SP-00225,enklave-salido.docx,,225,Normal,Dari pekerjaan di Zuijder-schagt pada minggu itu diperoleh:,researcher_docx,not_checked
SP-00226,enklave-salido.docx,,226,Normal,318 pon bijih,researcher_docx,not_checked
SP-00227,enklave-salido.docx,,227,Normal,"Menurut pengujian dan perhitungan Johann Hoffman, kandungan emas dan peraknya adalah:",researcher_docx,not_checked
SP-00228,enklave-salido.docx,,228,Normal,"4 mark, 12 lood, 5 grein",researcher_docx,not_checked
SP-00229,enklave-salido.docx,,229,Normal,Nilai uangnya:,researcher_docx,not_checked
SP-00230,enklave-salido.docx,,230,Normal,ƒ173:4:1,researcher_docx,not_checked
SP-00231,enklave-salido.docx,,231,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan perak dan emasnya adalah:",researcher_docx,not_checked
SP-00232,enklave-salido.docx,,232,Normal,"4 mark, 10 lood, [angka grein kurang jelas]",researcher_docx,not_checked
SP-00233,enklave-salido.docx,,233,Normal,Nilai uangnya:,researcher_docx,not_checked
SP-00234,enklave-salido.docx,,234,Normal,ƒ163:11:2,researcher_docx,not_checked
SP-00235,enklave-salido.docx,,235,Normal,"Pada minggu ketiga bulan Januari, yaitu tanggal 23 Januari, laboresse Veronica Heijnemans datang menemui saya di tempat ini.",researcher_docx,not_checked
SP-00236,enklave-salido.docx,,236,Normal,"Veronica Heijnemans sebelumnya sibuk menjalankan pekerjaan laboratorium di Pulo Chinco. Akan tetapi, sampai waktu itu tidak ada sesuatu yang baik yang berhasil dicapainya, dan tidak pula terdapat tanda-tanda bahwa hasil yang baik dapat diharapkan selanjutnya.",researcher_docx,not_checked
SP-00237,enklave-salido.docx,,237,Normal,"Veronica Heijnemans datang dengan maksud agar saya memberikan bantuan kepadanya, termasuk meminta persetujuan atau pernyataan dari saya bahwa Veronica Heijnemans merupakan orang yang mampu membawa pekerjaan yang direncanakannya kepada hasil yang baik.",researcher_docx,not_checked
SP-00238,enklave-salido.docx,,238,Normal,"Dapat dipastikan bahwa seandainya Veronica Heijnemans berhadapan dengan seseorang yang tidak lebih mengetahui pekerjaan yang diklaimnya itu daripada Veronica Heijnemans sendiri, mungkin Veronica Heijnemans dapat dengan mudah membujuk orang tersebut.",researcher_docx,not_checked
SP-00239,enklave-salido.docx,,239,Normal,"Namun, karena Tuan Commandeur Van Leene sebelumnya telah membicarakan perkara Veronica Heijnemans dengan saya, saya dapat dengan lebih mudah mengetahui bahwa urusan yang diajukannya sangat berbelit-belit dan gelap. Perkara tersebut tidak dapat diterangi dengan cahaya kecil, tetapi harus dicari dengan sebuah obor besar.",researcher_docx,not_checked
SP-00240,enklave-salido.docx,,240,Normal,Pekerjaan itu akan menyebabkan Kompeni Yang Terhormat menanggung biaya sebesar kira-kira:,researcher_docx,not_checked
SP-00241,enklave-salido.docx,,241,Normal,½ cent lebih tinggi daripada harga emas,researcher_docx,not_checked
SP-00242,enklave-salido.docx,,242,Normal,yang menurut pengakuannya hendak dibuatnya.,researcher_docx,not_checked
SP-00243,enklave-salido.docx,,243,Normal,"Agar dua perkara buruk, yaitu:",researcher_docx,not_checked
SP-00244,enklave-salido.docx,,244,Normal,Tambang Emas Kompeni yang pada saat itu telah berada dalam keadaan buruk; dan,researcher_docx,not_checked
SP-00245,enklave-salido.docx,,245,Normal,"pekerjaan laboratorium yang sangat mahal tersebut,",researcher_docx,not_checked
SP-00246,enklave-salido.docx,,246,Normal,"tidak menimbulkan biaya yang semakin besar, Commandeur bersama saya memutuskan agar laboratorium milik Juffrouw Heijnemans di Chinco diperiksa.",researcher_docx,not_checked
SP-00247,enklave-salido.docx,,247,Normal,Dalam pemeriksaan tersebut hanya ditemukan:,researcher_docx,not_checked
SP-00248,enklave-salido.docx,,248,Normal,beberapa pecahan kaca;,researcher_docx,not_checked
SP-00249,enklave-salido.docx,,249,Normal,tidak ditemukan emas.,researcher_docx,not_checked
SP-00250,enklave-salido.docx,,250,Normal,"Pada hari Sabtu, tanggal 24 Januari, setelah tambang diperiksa, dilaporkan bahwa sejumlah bijih mulai tampak di dalam Princestolle.",researcher_docx,not_checked
SP-00251,enklave-salido.docx,,251,Normal,"Namun, belum dapat diketahui apakah bijih tersebut merupakan:",researcher_docx,not_checked
SP-00252,enklave-salido.docx,,252,Normal,suatu gang yang berlanjut; atau,researcher_docx,not_checked
SP-00253,enklave-salido.docx,,253,Normal,hanya sebuah bongkah atau bagian setempat.,researcher_docx,not_checked
SP-00254,enklave-salido.docx,,254,Normal,"Dengan pertolongan Tuhan, hal itu diperkirakan dapat diketahui dalam waktu:",researcher_docx,not_checked
SP-00255,enklave-salido.docx,,255,Normal,2 sampai 3 hari,researcher_docx,not_checked
SP-00256,enklave-salido.docx,,256,Normal,"Di Z:Z:W: daggang, dari tanggal 19 sampai 24 Januari, dilakukan:",researcher_docx,not_checked
SP-00257,enklave-salido.docx,,257,Normal,27 schooten,researcher_docx,not_checked
SP-00258,enklave-salido.docx,,258,Normal,Di Princestolle juga dilakukan:,researcher_docx,not_checked
SP-00259,enklave-salido.docx,,259,Normal,27 schooten,researcher_docx,not_checked
SP-00260,enklave-salido.docx,,260,Normal,Dari pekerjaan di Zuijderwerk pada minggu tersebut diperoleh:,researcher_docx,not_checked
SP-00261,enklave-salido.docx,,261,Normal,359 pon bijih,researcher_docx,not_checked
SP-00262,enklave-salido.docx,,262,Normal,"Menurut pengujian dan perhitungan Johann Hoffman, kandungan emas dan peraknya adalah:",researcher_docx,not_checked
SP-00263,enklave-salido.docx,,263,Normal,"6 mark, 6 lood, 5 grein",researcher_docx,not_checked
SP-00264,enklave-salido.docx,,264,Normal,Nilai uangnya terbaca:,researcher_docx,not_checked
SP-00265,enklave-salido.docx,,265,Normal,ƒ233:2:13,researcher_docx,not_checked
SP-00266,enklave-salido.docx,,266,Normal,"Menurut pengujian dan perhitungan Johan Willem Vogel, kandungan emas dan peraknya adalah:",researcher_docx,not_checked
SP-00267,enklave-salido.docx,,267,Normal,"6 mark, 4 lood, 7 grein",researcher_docx,not_checked
SP-00268,enklave-salido.docx,,268,Normal,Nilai uangnya:,researcher_docx,not_checked
SP-00269,enklave-salido.docx,,269,Normal,ƒ226:15:-,researcher_docx,not_checked
SP-00270,enklave-salido.docx,,270,Normal,Setelah itu teks berlanjut dengan:,researcher_docx,not_checked
SP-00271,enklave-salido.docx,,271,Normal,’twelck ...,researcher_docx,not_checked
SP-00272,enklave-salido.docx,,272,Normal,atau:,researcher_docx,not_checked
SP-00273,enklave-salido.docx,,273,Normal,“yang mana ...”,researcher_docx,not_checked
SP-00274,enklave-salido.docx,,274,Normal,"Namun, kalimat tersebut belum selesai karena halaman atau fragmen yang diberikan berhenti pada kata itu.",researcher_docx,not_checked
SP-00275,enklave-salido.docx,,275,Normal,"Hal tersebut ditunjukkan oleh surat-surat atau catatan hasil pengujian yang telah disebutkan, Nomor 3.",researcher_docx,not_checked
SP-00276,enklave-salido.docx,,276,Normal,"Pada minggu kedua yang sama, sebagaimana telah disebutkan sebelumnya, seorang Oppersteiger bernama Jurgen Dabilo, yang pernah bekerja di tambang, karena telah terjangkit penyakit lazarus, dibebaskan dari pekerjaannya agar tidak menulari orang lain dan diizinkan berangkat menuju Batavia dengan kapal De Voorsigtigheijt.",researcher_docx,not_checked
SP-00277,enklave-salido.docx,,277,Normal,"Pada tanggal 30 bulan yang sama, 90 budak yang pergi bersama Tuan Van Seene dalam rombongan tersebut kembali lagi.",researcher_docx,not_checked
SP-00278,enklave-salido.docx,,278,Normal,"Selain hal itu, tidak terjadi sesuatu yang lain, kecuali bahwa pada Sabtu malam tambang kembali diperiksa. Selama tanggal 26 sampai 31 Januari, telah dilakukan:",researcher_docx,not_checked
SP-00279,enklave-salido.docx,,279,Normal,19 schoten di Suijderwerck;,researcher_docx,not_checked
SP-00280,enklave-salido.docx,,280,Normal,25 schoten di Princestolle.,researcher_docx,not_checked
SP-00281,enklave-salido.docx,,281,Normal,"Dari Suijderwerck, pada minggu tersebut telah diserahkan 438 pon bijih. Setelah diuji oleh Joan Hoffman, menurut perhitungan yang dibuat, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00282,enklave-salido.docx,,282,Normal,7 m:r 8 l:t 7 g:r,researcher_docx,not_checked
SP-00283,enklave-salido.docx,,283,Normal,"Jika diperhitungkan dalam uang, nilai emas dan perak tersebut mencapai:",researcher_docx,not_checked
SP-00284,enklave-salido.docx,,284,Normal,ƒ277:9:9,researcher_docx,not_checked
SP-00285,enklave-salido.docx,,285,Normal,"Menurut pengujian dan perhitungan yang dibuat oleh Joan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00286,enklave-salido.docx,,286,Normal,6 m:r 12 l:t 7 g:r,researcher_docx,not_checked
SP-00287,enklave-salido.docx,,287,Normal,Nilainya dalam uang mencapai:,researcher_docx,not_checked
SP-00288,enklave-salido.docx,,288,Normal,ƒ240:6:5,researcher_docx,not_checked
SP-00289,enklave-salido.docx,,289,Normal,"Hal tersebut ditunjukkan oleh laporan-laporan pengujian yang telah disebutkan, Nomor 3 dan 4.",researcher_docx,not_checked
SP-00290,enklave-salido.docx,,290,Normal,"Dengan demikian, selama bulan Januari yang telah berlalu, telah dilakukan:",researcher_docx,not_checked
SP-00291,enklave-salido.docx,,291,Normal,84 schoten di Suijderwerck;,researcher_docx,not_checked
SP-00292,enklave-salido.docx,,292,Normal,93 schoten di Princestolle;,researcher_docx,not_checked
SP-00293,enklave-salido.docx,,293,Normal,sehingga keseluruhannya berjumlah:,researcher_docx,not_checked
SP-00294,enklave-salido.docx,,294,Normal,177 schoten,researcher_docx,not_checked
SP-00295,enklave-salido.docx,,295,Normal,"Dari Suijderwerck, selama bulan Januari yang telah disebutkan itu, telah diserahkan pula:",researcher_docx,not_checked
SP-00296,enklave-salido.docx,,296,Normal,1.250 pon bijih,researcher_docx,not_checked
SP-00297,enklave-salido.docx,,297,Normal,"Berdasarkan hasil pengujian dan perhitungan yang dibuat oleh Joan Hoffman, bijih tersebut mengandung emas dan perak sebanyak:",researcher_docx,not_checked
SP-00298,enklave-salido.docx,,298,Normal,20 m:r 1 l:t 15 g:r,researcher_docx,not_checked
SP-00299,enklave-salido.docx,,299,Normal,"Jika diperhitungkan dalam uang, keseluruhannya bernilai:",researcher_docx,not_checked
SP-00300,enklave-salido.docx,,300,Normal,ƒ735:9:2,researcher_docx,not_checked
SP-00301,enklave-salido.docx,,301,Normal,"Menurut perhitungan yang dibuat oleh Joan Willem Vogel, hasil untuk seluruh bulan Januari berjumlah:",researcher_docx,not_checked
SP-00302,enklave-salido.docx,,302,Normal,19 m:r 2 l:t 10 g:r,researcher_docx,not_checked
SP-00303,enklave-salido.docx,,303,Normal,Nilainya dalam uang mencapai:,researcher_docx,not_checked
SP-00304,enklave-salido.docx,,304,Normal,ƒ678:7:3,researcher_docx,not_checked
SP-00305,enklave-salido.docx,,305,Normal,"Pada minggu pertama bulan Februari, Senin tanggal 2 Februari, Tuan Commandeur Jan van Leene tiba di tambang ini dan menerima afrede mengenai tambang Bayang dan tambang Troesang.",researcher_docx,not_checked
SP-00306,enklave-salido.docx,,306,Normal,"Namun, karena banyaknya urusan Tuan Commandeur, tidak semuanya dapat langsung dilaksanakan.",researcher_docx,not_checked
SP-00307,enklave-salido.docx,,307,Normal,"Pada Sabtu tanggal 7 Februari, tambang kembali diperiksa pada seluruh bagian atau menurut segala cara. Pada minggu tersebut telah dilakukan:",researcher_docx,not_checked
SP-00308,enklave-salido.docx,,308,Normal,19 schoten di Suijderwerck;,researcher_docx,not_checked
SP-00309,enklave-salido.docx,,309,Normal,30 schoten di Princestolle.,researcher_docx,not_checked
SP-00310,enklave-salido.docx,,310,Normal,"Dari Suijderwerck, selama tanggal 2 sampai 7 Februari, telah diserahkan:",researcher_docx,not_checked
SP-00311,enklave-salido.docx,,311,Normal,334 pon bijih,researcher_docx,not_checked
SP-00312,enklave-salido.docx,,312,Normal,"Setelah diuji oleh Johan Hoffman, menurut perhitungan yang dibuat, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00313,enklave-salido.docx,,313,Normal,3 m:r 12 l:t 2 g:r,researcher_docx,not_checked
SP-00314,enklave-salido.docx,,314,Normal,"Jika diperhitungkan dalam uang, nilainya mencapai:",researcher_docx,not_checked
SP-00315,enklave-salido.docx,,315,Normal,ƒ139:15:1,researcher_docx,not_checked
SP-00316,enklave-salido.docx,,316,Normal,"Menurut pengujian dan perhitungan yang dibuat oleh Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00317,enklave-salido.docx,,317,Normal,3 m:r 12 l:t 1 g:r,researcher_docx,not_checked
SP-00318,enklave-salido.docx,,318,Normal,Nilainya dalam uang mencapai:,researcher_docx,not_checked
SP-00319,enklave-salido.docx,,319,Normal,ƒ131:12:15,researcher_docx,not_checked
SP-00320,enklave-salido.docx,,320,Normal,"Hal tersebut ditunjukkan oleh laporan-laporan pengujian yang telah disebutkan, Nomor 3 dan 4.",researcher_docx,not_checked
SP-00321,enklave-salido.docx,,321,Normal,"Pada minggu kedua bulan Februari, Senin tanggal 9 Februari, budak-budak yang tiba dari Madagaskar dengan kapal layar Sillida, berjumlah 64 orang, diserahkan kepada saya oleh Tuan Commandeur [...]",researcher_docx,not_checked
SP-00323,enklave-salido.docx,,323,Normal,Transkripsi yang dibersihkan,researcher_docx,not_checked
SP-00324,enklave-salido.docx,,324,Normal,"... aan Joan Pleijtner, en van dien aan mij getransporteert sijnde, daaronder 10 p:r volle en 8 halfwasse jongens, 30 volle en 10 halfwasse meijden, met 6 kleene kinders.",researcher_docx,not_checked
SP-00325,enklave-salido.docx,,325,Normal,Terjemahan,researcher_docx,not_checked
SP-00326,enklave-salido.docx,,326,Normal,"... [budak-budak tersebut] diserahkan kepada Joan Pleijtner, dan kemudian olehnya diserahkan kepada saya. Di antara mereka terdapat:",researcher_docx,not_checked
SP-00327,enklave-salido.docx,,327,Normal,10 anak laki-laki yang telah dewasa;,researcher_docx,not_checked
SP-00328,enklave-salido.docx,,328,Normal,8 anak laki-laki yang setengah dewasa;,researcher_docx,not_checked
SP-00329,enklave-salido.docx,,329,Normal,30 anak perempuan yang telah dewasa;,researcher_docx,not_checked
SP-00330,enklave-salido.docx,,330,Normal,10 anak perempuan yang setengah dewasa;,researcher_docx,not_checked
SP-00331,enklave-salido.docx,,331,Normal,6 anak kecil.,researcher_docx,not_checked
SP-00332,enklave-salido.docx,,332,Normal,Jumlahnya tepat:,researcher_docx,not_checked
SP-00333,enklave-salido.docx,,333,Normal,10 + 8 + 30 + 10 + 6 = 64 orang,researcher_docx,not_checked
SP-00334,enklave-salido.docx,,334,Normal,"Kata volle dalam klasifikasi ini kemungkinan menunjukkan individu yang telah dianggap cukup umur atau cukup berkembang untuk pekerjaan. Kata meijden secara literal berarti anak perempuan atau perempuan muda. Teks tidak memakai vrouwen, sehingga tidak tepat langsung menerjemahkannya sebagai perempuan dewasa yang telah menikah.",researcher_docx,not_checked
SP-00335,enklave-salido.docx,,335,Normal,"Pada Senin, 9 Februari, saya sendiri memeriksa Princestolle, dan pada tanggal 12 bulan yang sama memeriksa Oude Mijne.",researcher_docx,not_checked
SP-00336,enklave-salido.docx,,336,Normal,"Setelah menerima laporan, ditemukan bahwa aliran air yang kuat di dalam tambang tersebut telah mengalami perubahan yang sangat besar.",researcher_docx,not_checked
SP-00337,enklave-salido.docx,,337,Normal,"Bijih yang tampak di dalam Princestolle hanya terdapat dalam potongan-potongan terpisah, tanpa mengikuti jalur yang teratur. Setelah bijih tersebut diuji, hasilnya tidak lebih dari:",researcher_docx,not_checked
SP-00338,enklave-salido.docx,,338,Normal,1 l:t,researcher_docx,not_checked
SP-00339,enklave-salido.docx,,339,Normal,"Pada Sabtu, 14 Februari, setelah menerima laporan mengenai tambang, ditemukan bahwa air, baik di dalam Oude Mijne maupun di dalam Princestolle, sebagian telah menghilang. Dari keadaan itu dapat disimpulkan bahwa klugten telah menjadi lebih buruk.",researcher_docx,not_checked
SP-00340,enklave-salido.docx,,340,Normal,Pekerjaan tanggal 9 sampai 14 Februari,researcher_docx,not_checked
SP-00341,enklave-salido.docx,,341,Normal,Selama tanggal 9 sampai 14 Februari telah dilakukan:,researcher_docx,not_checked
SP-00342,enklave-salido.docx,,342,Normal,di Z:Z:W: daggang: 22 schoten;,researcher_docx,not_checked
SP-00343,enklave-salido.docx,,343,Normal,di Princestolle: 27 schoten.,researcher_docx,not_checked
SP-00344,enklave-salido.docx,,344,Normal,"Dari Suijderwerck, pada minggu tersebut telah diserahkan:",researcher_docx,not_checked
SP-00345,enklave-salido.docx,,345,Normal,397 lb bijih,researcher_docx,not_checked
SP-00346,enklave-salido.docx,,346,Normal,"Setelah diuji oleh Johan Hoffman, menurut kalkulasi yang dibuat, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00347,enklave-salido.docx,,347,Normal,3 m:r 15 l:t 8 g:r,researcher_docx,not_checked
SP-00348,enklave-salido.docx,,348,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00349,enklave-salido.docx,,349,Normal,ƒ143:16:5,researcher_docx,not_checked
SP-00350,enklave-salido.docx,,350,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00351,enklave-salido.docx,,351,Normal,3 m:r 13 l:t 8 g:r,researcher_docx,not_checked
SP-00352,enklave-salido.docx,,352,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00353,enklave-salido.docx,,353,Normal,ƒ136:2:3,researcher_docx,not_checked
SP-00354,enklave-salido.docx,,354,Normal,Hal tersebut ditunjukkan oleh laporan-laporan assay Nomor 3 dan 4.,researcher_docx,not_checked
SP-00356,enklave-salido.docx,,356,Normal,"Pada minggu ketiga bulan Februari, budak-budak yang baru tiba dibagi ke berbagai schichten, baik untuk giliran yang satu maupun yang lainnya.",researcher_docx,not_checked
SP-00357,enklave-salido.docx,,357,Normal,"Pada tanggal 17 Februari, pekerjaan penyanggaan atau pertukangan kayu pada schacht di Oude Mijne telah selesai.",researcher_docx,not_checked
SP-00358,enklave-salido.docx,,358,Normal,Pada tanggal 17 tersebut dilakukan:,researcher_docx,not_checked
SP-00359,enklave-salido.docx,,359,Normal,5 schoten,researcher_docx,not_checked
SP-00360,enklave-salido.docx,,360,Normal,"Pada tanggal 18 Februari, dalam tiga schichten, yaitu pada siang dan malam hari, dilakukan:",researcher_docx,not_checked
SP-00361,enklave-salido.docx,,361,Normal,27 schoten,researcher_docx,not_checked
SP-00362,enklave-salido.docx,,362,Normal,"Pekerjaan tersebut diteruskan dengan cara demikian. Sampai tanggal 21 Februari, di Oude Mijne telah dilakukan seluruhnya:",researcher_docx,not_checked
SP-00363,enklave-salido.docx,,363,Normal,113 schoten,researcher_docx,not_checked
SP-00364,enklave-salido.docx,,364,Normal,Dalam bagian yang selanjutnya disebutkan telah dilakukan:,researcher_docx,not_checked
SP-00365,enklave-salido.docx,,365,Normal,di Z:Z:W: daggang dalam Oude Mijne: 20 schoten;,researcher_docx,not_checked
SP-00366,enklave-salido.docx,,366,Normal,di Princestolle dalam Oude Mijne: 24 schoten.,researcher_docx,not_checked
SP-00367,enklave-salido.docx,,367,Normal,Bijih tanggal 18 sampai 21 Februari,researcher_docx,not_checked
SP-00368,enklave-salido.docx,,368,Normal,Dari Oude Mijne telah diserahkan:,researcher_docx,not_checked
SP-00369,enklave-salido.docx,,369,Normal,bijih jenis pertama: 13 lb;,researcher_docx,not_checked
SP-00370,enklave-salido.docx,,370,Normal,bijih jenis kedua: 90 lb.,researcher_docx,not_checked
SP-00371,enklave-salido.docx,,371,Normal,Dari Suijderwerck telah diserahkan:,researcher_docx,not_checked
SP-00372,enklave-salido.docx,,372,Normal,bijih jenis pertama: 326 lb.,researcher_docx,not_checked
SP-00373,enklave-salido.docx,,373,Normal,Jumlah keseluruhan:,researcher_docx,not_checked
SP-00374,enklave-salido.docx,,374,Normal,429 lb bijih,researcher_docx,not_checked
SP-00375,enklave-salido.docx,,375,Normal,"Setelah diuji oleh Johan Hoffman, menurut kalkulasi yang dibuat, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
SP-00376,enklave-salido.docx,,376,Normal,4 m:r 5 l:t 5 g:r,researcher_docx,not_checked
SP-00377,enklave-salido.docx,,377,Normal,Nilainya dalam uang:,researcher_docx,not_checked
SP-00378,enklave-salido.docx,,378,Normal,ƒ160:18:15,researcher_docx,not_checked
SP-00379,enklave-salido.docx,,379,Normal,"Menurut pengujian dan kalkulasi Johan Willem Vogel, kandungan emas dan peraknya berjumlah:",researcher_docx,not_checked
