gate_id,candidate_model,metric,threshold,direction,scenario_scope,provenance_class,source_or_rationale,failure_consequence,mandatory_advisory_status,notes
GATE-048,M1,episode_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-episode-out refit,lower_is_better,episode-structured synthetic settings only; N/A under the flat/no-episode regime,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #6 (Phase D's Sas-expedition 47.2%-of-pairs finding); requires Simulation Spec Stage 5 (parent-child episode structure) to be implemented first. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,N/A for any candidate/settings combination run under the flat (no-episode) synthetic regime; only meaningful when episode-structured data is used.
GATE-049,M1,calibration,PIT (probability integral transform) histogram or reliability curve within +/-0.05 of nominal across deciles,target_band,all synthetic recovery cells for this candidate,SIMULATION_DESIGN_REQUIREMENT,"NEW -- standard point-process/count-model calibration diagnostic, not previously computed by V1's recovery study; threshold is a conventional calibration-adequacy band, not derived from this project's own prior numeric gates since none existed for this metric. This threshold operationalizes a property the synthetic recovery design itself requires to be diagnostically meaningful (e.g. near-nominal coverage, calibration adequacy); the specific numeric band is a preregistered convention, not verified against one specific external citation in this pass.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3 (Bayesian), use posterior-predictive calibration; for M0/M1/M2/M4 (frequentist), use a parametric-bootstrap or asymptotic-approximation PIT check."
GATE-050,M2,false_negative_excitation_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- not in blueprint's original gate set (blueprint only specified S1's false-positive test); proposed by symmetry with the false-positive gate, at a looser threshold reflecting that failing to detect real excitation is a less severe error for this project's own stated maximum claim (whether excitation is 'still needed', a conservative/skeptical framing) than falsely finding it. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"CORRECTED 2026-08-29 (source CSV had this note copy-pasted from the M0 row across all candidates, incorrectly marking it N/A for M1-M4, which do have excitation terms): this gate IS applicable and scored for this candidate. Proposed by symmetry with the false-positive-excitation gate, at a looser threshold reflecting that failing to detect real excitation is judged a less severe error for this project's conservative/skeptical framing than falsely finding it."
GATE-051,M2,convergence_rate,>= 0.99,higher_is_better,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"Anchored to V1's own observed baseline (postmortem: 0.999-1.0 across all cells except the isolated S4-G1 crash) Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.",Candidate excluded from tournament (fails to pass its own preregistered recovery test; ineligible for real-data-fitting consideration).,MANDATORY,"Distinct from invalid_estimate_rate: this tracks optimizer/sampler convergence specifically, not overall estimate validity."
GATE-052,M2,boundary_solution_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- motivated directly by postmortem sec7's finding of recurring near-boundary beta_hat collapse across every stress cell (rate not previously gated, only observed); proposed threshold treats boundary collapse as a distinct failure mode from bias/coverage, since a biased-but-interior estimate and a boundary-pinned estimate have different diagnostic meanings. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3, 'boundary' is reinterpreted as posterior mass concentrated at the prior's edge (n approaching 1, or beta approaching the prior's bounds) rather than an MLE boundary."
GATE-053,M2,held_out_predictive_score,must exceed M0's own held-out score at matched settings,relative_to_M0,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"NEW -- not present in V1's original recovery design at all (V1 used in-sample AIC/BIC only); proposed as a relative, not absolute, gate, since an absolute predictive-score threshold has no principled anchor without a reference model, whereas 'beats the no-excitation floor on held-out data' directly operationalizes whether the added complexity earns its cost. Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"Held-out = a temporal train/test split (e.g. final 20% of the observation window) within each synthetic replicate, not a real-data split (no real-data fitting is authorized by this design)."
GATE-054,M2,source_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-source-out refit,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #5 (Phase B's 59.6% CD-dependency finding); no equivalent existed in V1's original gate set since V1's recovery study never modeled source structure at all. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,Requires the synthetic pipeline's Stage 2 (source-observation process) to tag events by synthetic source-of-origin; leave-one-(synthetic)-source-out refits are compared for parameter stability.
GATE-055,M2,episode_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-episode-out refit,lower_is_better,episode-structured synthetic settings only; N/A under the flat/no-episode regime,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #6 (Phase D's Sas-expedition 47.2%-of-pairs finding); requires Simulation Spec Stage 5 (parent-child episode structure) to be implemented first. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,N/A for any candidate/settings combination run under the flat (no-episode) synthetic regime; only meaningful when episode-structured data is used.
GATE-056,M2,calibration,PIT (probability integral transform) histogram or reliability curve within +/-0.05 of nominal across deciles,target_band,all synthetic recovery cells for this candidate,SIMULATION_DESIGN_REQUIREMENT,"NEW -- standard point-process/count-model calibration diagnostic, not previously computed by V1's recovery study; threshold is a conventional calibration-adequacy band, not derived from this project's own prior numeric gates since none existed for this metric. This threshold operationalizes a property the synthetic recovery design itself requires to be diagnostically meaningful (e.g. near-nominal coverage, calibration adequacy); the specific numeric band is a preregistered convention, not verified against one specific external citation in this pass.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3 (Bayesian), use posterior-predictive calibration; for M0/M1/M2/M4 (frequentist), use a parametric-bootstrap or asymptotic-approximation PIT check."
GATE-057,M3,false_negative_excitation_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- not in blueprint's original gate set (blueprint only specified S1's false-positive test); proposed by symmetry with the false-positive gate, at a looser threshold reflecting that failing to detect real excitation is a less severe error for this project's own stated maximum claim (whether excitation is 'still needed', a conservative/skeptical framing) than falsely finding it. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"CORRECTED 2026-08-29 (source CSV had this note copy-pasted from the M0 row across all candidates, incorrectly marking it N/A for M1-M4, which do have excitation terms): this gate IS applicable and scored for this candidate. Proposed by symmetry with the false-positive-excitation gate, at a looser threshold reflecting that failing to detect real excitation is judged a less severe error for this project's conservative/skeptical framing than falsely finding it."
GATE-058,M3,convergence_rate,>= 0.99,higher_is_better,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"Anchored to V1's own observed baseline (postmortem: 0.999-1.0 across all cells except the isolated S4-G1 crash) Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.",Candidate excluded from tournament (fails to pass its own preregistered recovery test; ineligible for real-data-fitting consideration).,MANDATORY,"Distinct from invalid_estimate_rate: this tracks optimizer/sampler convergence specifically, not overall estimate validity."
GATE-059,M3,boundary_solution_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- motivated directly by postmortem sec7's finding of recurring near-boundary beta_hat collapse across every stress cell (rate not previously gated, only observed); proposed threshold treats boundary collapse as a distinct failure mode from bias/coverage, since a biased-but-interior estimate and a boundary-pinned estimate have different diagnostic meanings. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3, 'boundary' is reinterpreted as posterior mass concentrated at the prior's edge (n approaching 1, or beta approaching the prior's bounds) rather than an MLE boundary."
GATE-060,M3,held_out_predictive_score,must exceed M0's own held-out score at matched settings,relative_to_M0,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"NEW -- not present in V1's original recovery design at all (V1 used in-sample AIC/BIC only); proposed as a relative, not absolute, gate, since an absolute predictive-score threshold has no principled anchor without a reference model, whereas 'beats the no-excitation floor on held-out data' directly operationalizes whether the added complexity earns its cost. Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"Held-out = a temporal train/test split (e.g. final 20% of the observation window) within each synthetic replicate, not a real-data split (no real-data fitting is authorized by this design)."
GATE-061,M3,source_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-source-out refit,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #5 (Phase B's 59.6% CD-dependency finding); no equivalent existed in V1's original gate set since V1's recovery study never modeled source structure at all. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,Requires the synthetic pipeline's Stage 2 (source-observation process) to tag events by synthetic source-of-origin; leave-one-(synthetic)-source-out refits are compared for parameter stability.
GATE-062,M3,episode_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-episode-out refit,lower_is_better,episode-structured synthetic settings only; N/A under the flat/no-episode regime,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #6 (Phase D's Sas-expedition 47.2%-of-pairs finding); requires Simulation Spec Stage 5 (parent-child episode structure) to be implemented first. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,N/A for any candidate/settings combination run under the flat (no-episode) synthetic regime; only meaningful when episode-structured data is used.
GATE-063,M3,calibration,PIT (probability integral transform) histogram or reliability curve within +/-0.05 of nominal across deciles,target_band,all synthetic recovery cells for this candidate,SIMULATION_DESIGN_REQUIREMENT,"NEW -- standard point-process/count-model calibration diagnostic, not previously computed by V1's recovery study; threshold is a conventional calibration-adequacy band, not derived from this project's own prior numeric gates since none existed for this metric. This threshold operationalizes a property the synthetic recovery design itself requires to be diagnostically meaningful (e.g. near-nominal coverage, calibration adequacy); the specific numeric band is a preregistered convention, not verified against one specific external citation in this pass.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3 (Bayesian), use posterior-predictive calibration; for M0/M1/M2/M4 (frequentist), use a parametric-bootstrap or asymptotic-approximation PIT check."
GATE-064,M4,false_negative_excitation_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- not in blueprint's original gate set (blueprint only specified S1's false-positive test); proposed by symmetry with the false-positive gate, at a looser threshold reflecting that failing to detect real excitation is a less severe error for this project's own stated maximum claim (whether excitation is 'still needed', a conservative/skeptical framing) than falsely finding it. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"CORRECTED 2026-08-29 (source CSV had this note copy-pasted from the M0 row across all candidates, incorrectly marking it N/A for M1-M4, which do have excitation terms): this gate IS applicable and scored for this candidate. Proposed by symmetry with the false-positive-excitation gate, at a looser threshold reflecting that failing to detect real excitation is judged a less severe error for this project's conservative/skeptical framing than falsely finding it."
GATE-065,M4,convergence_rate,>= 0.99,higher_is_better,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"Anchored to V1's own observed baseline (postmortem: 0.999-1.0 across all cells except the isolated S4-G1 crash) Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.",Candidate excluded from tournament (fails to pass its own preregistered recovery test; ineligible for real-data-fitting consideration).,MANDATORY,"Distinct from invalid_estimate_rate: this tracks optimizer/sampler convergence specifically, not overall estimate validity."
GATE-066,M4,boundary_solution_rate,<= 0.10,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- motivated directly by postmortem sec7's finding of recurring near-boundary beta_hat collapse across every stress cell (rate not previously gated, only observed); proposed threshold treats boundary collapse as a distinct failure mode from bias/coverage, since a biased-but-interior estimate and a boundary-pinned estimate have different diagnostic meanings. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3, 'boundary' is reinterpreted as posterior mass concentrated at the prior's edge (n approaching 1, or beta approaching the prior's bounds) rather than an MLE boundary."
GATE-067,M4,held_out_predictive_score,must exceed M0's own held-out score at matched settings,relative_to_M0,all synthetic recovery cells for this candidate,COMPARATIVE_BENCHMARK,"NEW -- not present in V1's original recovery design at all (V1 used in-sample AIC/BIC only); proposed as a relative, not absolute, gate, since an absolute predictive-score threshold has no principled anchor without a reference model, whereas 'beats the no-excitation floor on held-out data' directly operationalizes whether the added complexity earns its cost. Threshold is defined relative to another candidate's or this project's own prior (V1) observed result, not an absolute external standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"Held-out = a temporal train/test split (e.g. final 20% of the observation window) within each synthetic replicate, not a real-data split (no real-data fitting is authorized by this design)."
GATE-068,M4,source_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-source-out refit,lower_is_better,all synthetic recovery cells for this candidate,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #5 (Phase B's 59.6% CD-dependency finding); no equivalent existed in V1's original gate set since V1's recovery study never modeled source structure at all. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,Requires the synthetic pipeline's Stage 2 (source-observation process) to tag events by synthetic source-of-origin; leave-one-(synthetic)-source-out refits are compared for parameter stability.
GATE-069,M4,episode_removal_stability,parameter estimate shift <= 0.20 (relative) under leave-one-episode-out refit,lower_is_better,episode-structured synthetic settings only; N/A under the flat/no-episode regime,RESEARCHER_POLICY,"NEW -- directly motivated by root cause #6 (Phase D's Sas-expedition 47.2%-of-pairs finding); requires Simulation Spec Stage 5 (parent-child episode structure) to be implemented first. No universal literature cutoff verified for this exact numeric value in this project's own cited sources; this is a preregistered project decision rule, not represented as a universal scientific standard.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,N/A for any candidate/settings combination run under the flat (no-episode) synthetic regime; only meaningful when episode-structured data is used.
GATE-070,M4,calibration,PIT (probability integral transform) histogram or reliability curve within +/-0.05 of nominal across deciles,target_band,all synthetic recovery cells for this candidate,SIMULATION_DESIGN_REQUIREMENT,"NEW -- standard point-process/count-model calibration diagnostic, not previously computed by V1's recovery study; threshold is a conventional calibration-adequacy band, not derived from this project's own prior numeric gates since none existed for this metric. This threshold operationalizes a property the synthetic recovery design itself requires to be diagnostically meaningful (e.g. near-nominal coverage, calibration adequacy); the specific numeric band is a preregistered convention, not verified against one specific external citation in this pass.","Flagged for review and reported alongside the mandatory-gate result; non-blocking on its own, but factored into tie-breaking (Design doc Sec.7) and into the root-cause attribution for this candidate.",ADVISORY,"For M3 (Bayesian), use posterior-predictive calibration; for M0/M1/M2/M4 (frequentist), use a parametric-bootstrap or asymptotic-approximation PIT check."
