linimasa_event_id,event_date_raw,year,title,classification,citation_from_text_asli,rationale,classifier_confidence,researcher_review_required,m4_eligibility_class
row_98,20 Desember 1737,1737,"Tambang emas Sillida disewakan, VOC pertahankan hak kedaulatan",EXACT_EVENT_DATE,"""Het volgende document is een verhuurcontract...""","CD document DCCCXXXVI; lease contract, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_101,21 Oktober 1741,1741,Tigablas & Doeapoeloeh-Kotta setia di tengah pemberontakan besar 1740,EXACT_EVENT_DATE,"""de regenten van de Doewa-poeloe en Tigablas Kotta's hernieuwden hun contract""","CD traktat DCCCLXII; treaty renewal date, distinct from the 1740 rebellion narrative context.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_103,2 Februari 1755,1755,VOC buka rangkaian renovasi besar ~30 negeri westkust akibat cemas Inggris,EXACT_EVENT_DATE,"""In 1754 schreven Gouverneur-Generaal en Rade...""","CD traktat CMLX; opening treaty of the 1755 renovation campaign, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_104,5 Februari 1755,1755,Raja Salida minta & terima gelar kehormatan Siri-nara,EXACT_EVENT_DATE,"""Niettegenstaande Zijn Majesteid en ponghoulous reeds diverse maelen...""","CD traktat CMLXIII; part of the 1755 renovation series, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_105,15 Februari 1755,1755,"Indrapoura perbarui traktat, satu-satunya yg sebut ancaman Atjeh eksplisit",EXACT_EVENT_DATE,"""Waarentegen de Comp[agnie] aanneemt haar van alle overlast...""","CD traktat CMLXX; part of the 1755 renovation series, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_107,4 Desember 1759,1759,VOC tutup kembali pelayaran & perdagangan bebas Pantai Barat,EXACT_EVENT_DATE,"""dinyatakan ditutup kembali dengan Dekrit 4 Desember 1759""",Explicit narration naming a decree dated 4 December 1759; decree issuance is treated as the event.,HIGH,FALSE,M4_PRIMARY_ELIGIBLE
row_108,6-7 Maret 1760,1760,"Prancis rebut benteng Natal dari Inggris, serahkan ke VOC lewat penguasa lokal",DATE_RANGE_BOUNDARY,"event_date_raw itself: ""6-7 Maret 1760""",Row's own raw date field is an explicit two-day range.,HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_109,6 Oktober 1760,1760,Natal resmi kembali ke VOC usai sempat menyimpang ke pengaruh Inggris,EXACT_EVENT_DATE,"""Alhoewel de gezamentlyke regenten van Natter zig al in anno 1693...""","CD traktat MXXXI; Natal's return to VOC, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_110,25 Maret 1760,1760,Batavia tegaskan monopoli garam penuh kembali ke VOC,EXACT_EVENT_DATE,"""Pada tanggal 25 Maret 1760, Pemerintah Agung di Batavia mempertegas Dekrit...""","Explicit government decision date, corroborated by an independent second source (own notes: ""2 sumber independen cocok tanggal persis"", citing ""18 en 25 maart 1760"").",HIGH,FALSE,M4_PRIMARY_ELIGIBLE
row_111,5 Juni 1763,1763,"VOC janji hadiah tahunan ke Tigablas Cottas demi jaga jalur gunung, larang dagang Inggris",EXACT_EVENT_DATE,"""Herhaalde onenigheden tussen de XIII Kotta's en de 'strandvolckeren'...""","CD traktat MXXXVII; formal gift/toll agreement, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_112,19 Juli 1767,1767,"Pemberontakan Klein-Pasaman ditumpas, dua sekutu VOC ikut membelot",EXACT_EVENT_DATE,"""In 1766 stelde zich de roerige vorst van Klein-Pasaman...""","CD traktat MLVI; peace/resolution document following the 1766 rebellion, standard dated-instrument pattern.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_113,23 Januari 1775,1775,"VOC tarik mundur dari Baros, kalah saing dagang dgn Inggris Bengkulu",EXACT_EVENT_DATE,"""Sedert een eeuw had de Compagnie een loge op Baros...""","CD document MXCIX; formal withdrawal/handover act, distinct from the 1774 decision referenced in the narrative context.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_116,1 September 1686,1686,VOC serbu & rebut kembali benteng Inggris di Batang Capas,EXACT_EVENT_DATE,"""Den 1. Septembris wurde... das Fort angegriffen, überstiegen, und eingenommen""","Direct narration of the military assault occurring on this exact date (Vogel, primary eyewitness account).",HIGH,FALSE,M4_PRIMARY_ELIGIBLE
row_118,sekitar 10 Juli 1687 (hari setelah 9 Juli),1687,"VOC hancurkan penyulingan garam pesisir Bayang, paksa monopoli beli dari Padang",INFERRED_DATE,"event_date_raw itself: ""sekitar 10 Juli 1687 (hari setelah 9 Juli)""","Row's own annotation explicitly flags this as approximate (""sekitar"") and inferred from a separate 9 July reference (""hari setelah 9 Juli""), not a source-stated exact single day.",HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_121,22 December 1687,1687,Traktat Radja Itam/Hitam & 12 penghulu Bayang dgn komisaris Lobs,EXACT_EVENT_DATE,"editorial bracket: ""[Editor: Met dezen Radja Hitam werd door Lobs 22 dec. 1687 een contract afgesloten...]""","Editorial annotation (secondary but specific) confirms the contract's conclusion date, cross-referenced against Corpus III.",MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_123,31 december 1683 (lapor),1683,Radja Nankajo wafat & Radja Boekit dibunuh; Pauh terpecah dari pemberontak hutan,EXACT_REPORT_DATE,"event_date_raw itself: ""31 december 1683 (lapor)""","Row's own annotation explicitly marks this as a report date (""lapor""); underlying deaths of Radja Nankajo/Radja Boekit are not narrated with day precision.",HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_128,16 Agustus 1781 (koreksi dari 10 Agst),1781,EIC (Henry Botham) rebut Pulau Cingkuak dari VOC,EXACT_EVENT_DATE,"text_asli: ""On 10 August 1781 the fleet sailed..."" vs. event_date_raw: ""16 Agustus 1781 (koreksi dari 10 Agst)""","QA pass (full text): reclassified from CANNOT_DETERMINE. The row's own notes document a rigorous triangulation already performed in this project: TWO independent primary-source letters, written within months of the event from opposite sides of the conflict -- L. Harries (English/EIC side, written 21 Aug 1781, 5 days after) and Thomas van Kempen Jansz (Dutch/VOC side, the captured VOC resident himself, writing 13 Jun 1782) -- both independently converge on 16 Agustus 1781. Only the single, secondary, retrospective academic source (Kathirithamby 1965 PhD thesis) gives 10 Agustus. Dual independent primary-source corroboration from both belligerent sides is strong-enough evidence to classify this as EXACT_EVENT_DATE at HIGH confidence, not CANNOT_DETERMINE. The superseded 10 August (secondary academic) reading remains explicitly recorded in event_date_raw and must not be silently dropped.",HIGH,FALSE,M4_PRIMARY_ELIGIBLE
row_129,17 Agustus 1781 (koreksi dari 19 Agst),1781,"Padang jatuh ke EIC tanpa perlawanan, Gubernur VOC menyerah",MULTIPLE_DATES_AMBIGUOUS,"event_date_raw: ""17 Agustus 1781 (koreksi dari 19 Agst)""; text_asli shown carries no day-number for this specific action","QA pass (full text): reclassified from CANNOT_DETERMINE to MULTIPLE_DATES_AMBIGUOUS -- a better fit since there are three distinct, source-attributed day-precise candidates, not merely insufficient information. (1) Botham's own letter (12 Oct 1781) states Padang surrendered on the '17th'. (2) Harries' letter (21 Aug 1781) quotes Botham's own subsequent letter from Padang (18 Aug) describing the surrender as occurring 'on the 17th' -- consistent with (1). (3) Van Kempen's letter (Dutch/VOC side, captured resident) describes a failed night attack on 17 August followed by surrender 'somewhat differently timed,' which the row's own notes read as pointing to 18 August, and further notes 'the main fleet arrived at Padang on 19 August (possibly what Kathirithamby 1965's citation actually refers to).' The row's own notes explicitly state this is 'BELUM diselesaikan' (not yet resolved) which candidate is most precise. This audit does not resolve it either -- three source-grounded day candidates (17/18/19 August) referring to possibly-distinct sub-events (attack / surrender per Botham-Harries / surrender per van Kempen / fleet arrival) remain genuinely unresolved pending further source review, per Guard A's explicit prohibition on resolving multiple dates without source review.","HIGH (confidence in the ambiguity, not in any single candidate date)",TRUE,NOT_APPLICABLE_NON_EXACT
row_130,"Okt 1781 (subordinat, surat Botham 12 Okt 1781)",1781,Pariaman diambil alih sbg subordinat Padang oleh EIC,DOCUMENT_DATE,"event_date_raw itself: ""Okt 1781 (subordinat, surat Botham 12 Okt 1781)""","Row's own primary date is month-only; the day-precise element is explicitly Botham's letter date, not the (unstated, imprecise) date Pariaman was actually taken over.",HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_131,"Okt 1781 (subordinat, surat Botham 12 Okt 1781)",1781,"""Ayer Adjee"" diambil alih sbg subordinat Padang oleh EIC (diduga Air Haji)",DOCUMENT_DATE,"event_date_raw itself: ""Okt 1781 (subordinat, surat Botham 12 Okt 1781)""",Identical letter reference as idx130; same reasoning.,HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_135,5 Jan 1750 (dilaporkan Madras),1750,"Sultan Minangkabau kirim utusan pertama ke Inggris, minta menetap di Pariaman",EXACT_REPORT_DATE,"event_date_raw itself: ""5 Jan 1750 (dilaporkan Madras)""","Row's own annotation explicitly marks this as a Madras Records report/abstract date; the underlying embassy-sending event is only vaguely dated (""Even as early as 1750"") in the narrative.",HIGH,TRUE,NOT_APPLICABLE_NON_EXACT
row_138,10 Des 1773,1773,Direksi EIC London perintahkan Benkulen putus semua hubungan dgn Sultan Minangkabau,EXACT_EVENT_DATE,"own notes: ""SFR 33, Despatches, 10 Dec 1773""",Despatch/directive date; the Directors' injunction being issued is treated as the event (cf. idx107's decree pattern).,MEDIUM,TRUE,SENSITIVITY_ONLY_NOT_PRIMARY_M4
row_139,29 Sep 1685,1685,York Fort didirikan -- pijakan pertama EIC di Bengkulu,DOCUMENT_DATE,"text_asli: ""Early fragments, copies of Letters from York Fort, 29 Sept. 1685 - 18 Sept. 1686.""","Text explicitly describes a RANGE of correspondence fragments; 29 Sept 1685 is the earliest surviving letter date used as a founding-marker proxy, not a narrated founding event.",MEDIUM,TRUE,NOT_APPLICABLE_NON_EXACT
