family_id,source_id,canonical_expression,provider_expression,field_code_mapping,boolean_operator_status,phrase_search_status,wildcard_status,proximity_operator_status,filter_translation_status,language_support_status,verification_status,execution_status,notes
C4,SRC-02,Q_C4^canonical = M_C4 AND H_C4^context (per SLR_SEARCH_STRING_REGISTRY.csv C4; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-02 claims coverage of domain S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C4,SRC-03,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-03's proposed domain coverage (S1,S2,S3,S6) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-04,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-04's proposed domain coverage (S1,S2,S3) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-05,Q_C4^canonical = M_C4 AND H_C4^context (per SLR_SEARCH_STRING_REGISTRY.csv C4; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-05 claims coverage of domain S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C4,SRC-06,Q_C4^canonical = M_C4 AND H_C4^context (per SLR_SEARCH_STRING_REGISTRY.csv C4; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-06 claims coverage of domain S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C4,SRC-07,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-07's proposed domain coverage (S3,S6) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-08,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-08's proposed domain coverage (S1,S2,S3) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-09's proposed domain coverage (S1,S2) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-10's proposed domain coverage (S3,S6) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-11,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-11's proposed domain coverage (S1,S3,S6) does not include S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C4,SRC-12,Q_C4^canonical = M_C4 AND H_C4^context (per SLR_SEARCH_STRING_REGISTRY.csv C4; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-12 claims coverage of domain S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C4,SRC-13,Q_C4^canonical = M_C4 AND H_C4^context (per SLR_SEARCH_STRING_REGISTRY.csv C4; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-13 claims coverage of domain S4 (C4) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C5,SRC-01,Q_C5^canonical = M_C5 AND H_C5^context (per SLR_SEARCH_STRING_REGISTRY.csv C5; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-01 claims coverage of domain S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C5,SRC-02,Q_C5^canonical = M_C5 AND H_C5^context (per SLR_SEARCH_STRING_REGISTRY.csv C5; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-02 claims coverage of domain S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C5,SRC-03,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-03's proposed domain coverage (S1,S2,S3,S6) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-04,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-04's proposed domain coverage (S1,S2,S3) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-05's proposed domain coverage (S2,S4) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-06,Q_C5^canonical = M_C5 AND H_C5^context (per SLR_SEARCH_STRING_REGISTRY.csv C5; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-06 claims coverage of domain S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C5,SRC-07,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-07's proposed domain coverage (S3,S6) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-08,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-08's proposed domain coverage (S1,S2,S3) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-09's proposed domain coverage (S1,S2) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-10's proposed domain coverage (S3,S6) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-11,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-11's proposed domain coverage (S1,S3,S6) does not include S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C5,SRC-12,Q_C5^canonical = M_C5 AND H_C5^context (per SLR_SEARCH_STRING_REGISTRY.csv C5; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-12 claims coverage of domain S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C5,SRC-13,Q_C5^canonical = M_C5 AND H_C5^context (per SLR_SEARCH_STRING_REGISTRY.csv C5; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-13 claims coverage of domain S5 (C5) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-01,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-01 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-02,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-02 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-03,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-03 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-04,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-04's proposed domain coverage (S1,S2,S3) does not include S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C6,SRC-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-05's proposed domain coverage (S2,S4) does not include S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C6,SRC-06,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-06 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-07,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-07 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-08,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-08's proposed domain coverage (S1,S2,S3) does not include S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C6,SRC-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_EXECUTED,"SRC-09's proposed domain coverage (S1,S2) does not include S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv - row retained per instruction, not deleted"
C6,SRC-10,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-10 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-11,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-11 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-12,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-12 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
C6,SRC-13,Q_C6^canonical = M_C6 AND H_C6^context (per SLR_SEARCH_STRING_REGISTRY.csv C6; not yet expressed as an executable boolean string),PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,PROVIDER_SYNTAX_REQUIRES_VERIFICATION,LANGUAGE_PROVIDER_SUPPORT_PENDING_SLR_DEC_05,UNVERIFIED_NOT_EXECUTED,NOT_EXECUTED,SRC-13 claims coverage of domain S6 (C6) per SLR_SEARCH_SOURCE_REGISTRY.csv; no provider syntax feature asserted from memory - all fields pending the separate controlled source-verification turn
